x	y
     -7.00	     -6.36
      4.90	      4.62
     -3.94	     -1.10
     -0.84	      4.37
      6.06	      1.44
      2.07	      5.94
     -2.68	      3.32
      5.49	     -5.79
      1.80	     -0.15
      0.66	      2.43
      0.47	     -5.39
      6.97	     -0.86
     -4.69	     -6.95
      2.43	      3.92
     -0.62	     -0.50
     -6.20	     -1.12
     -6.84	      1.62
     -6.27	      4.72
     -5.11	      0.59
      6.94	      6.50
     -1.44	     -6.76
     -4.75	      3.23
     -1.78	     -3.39
      3.11	     -5.86
      1.78	     -3.17
