x	y
     -6.70	     -6.54
      4.88	      4.70
     -4.59	     -2.40
     -0.14	      6.71
      6.55	      3.34
      1.89	      6.77
     -4.25	      5.25
      6.88	     -6.16
      3.87	     -1.68
      0.51	      3.98
     -1.52	     -6.16
      5.91	     -2.92
     -5.63	     -4.29
      3.41	      2.84
      0.18	     -2.68
     -6.92	     -0.60
     -6.61	      2.14
     -6.87	      6.85
     -4.05	      1.19
      6.32	      6.74
     -3.85	     -5.84
     -4.09	      3.19
     -2.32	     -3.58
      3.70	     -6.05
      2.85	     -4.09
