x	y
     -7.00	     -5.99
      4.34	      4.98
     -3.45	     -2.48
     -0.93	      6.50
      6.95	      2.20
      2.15	      5.69
     -4.11	      6.51
      5.98	     -4.16
      3.42	     -0.68
      0.09	      4.24
     -1.95	     -3.94
      6.32	     -2.07
     -5.27	     -4.07
      2.88	      2.45
      0.27	     -4.55
     -6.74	      0.90
     -5.83	      3.46
     -6.75	      6.75
     -3.12	      1.36
      6.91	      6.72
     -3.59	     -5.65
     -3.05	      3.41
     -0.39	     -2.36
      3.99	     -4.96
      3.37	     -2.92
