x	y
     -5.01	     -6.26
      6.99	      4.02
     -4.67	      2.00
      0.39	      5.81
      6.43	      1.66
      3.16	      6.67
     -1.65	      5.44
      5.12	     -0.77
      0.68	      0.85
      2.43	      3.82
     -0.54	     -4.19
      2.98	     -0.91
     -4.00	     -3.07
      4.74	      3.13
     -0.81	     -6.62
     -6.99	      1.41
     -6.80	      4.54
     -3.44	      6.65
     -2.05	     -0.57
      6.03	      6.90
     -3.06	     -6.72
     -1.60	      2.96
      0.91	     -1.32
      1.75	     -4.22
      4.16	     -2.78
