x	y
     -5.40	     -6.09
      6.13	      4.09
     -4.39	      0.96
     -0.28	      6.44
      6.77	      0.99
      3.45	      6.00
     -2.50	      5.95
      5.82	     -1.24
      0.88	      0.34
      1.69	      4.16
     -0.55	     -3.88
      3.73	     -0.23
     -4.36	     -3.41
      4.40	      2.75
      0.22	     -6.34
     -6.93	      1.29
     -6.65	      4.19
     -4.49	      6.60
     -1.57	      0.05
      5.60	      6.70
     -2.59	     -6.86
     -1.73	      3.12
      0.93	     -2.01
      1.72	     -4.65
      3.61	     -2.90
