x	y
     -6.78	     -5.86
      7.00	      4.72
     -4.98	      3.32
      1.37	      5.31
      6.83	      2.33
      2.88	      6.92
     -0.75	      5.75
      4.94	     -0.47
      0.68	      1.64
      2.58	      3.39
     -0.52	     -4.65
      2.18	     -1.31
     -4.04	     -3.53
      4.96	      3.07
     -0.50	     -6.90
     -6.93	      1.58
     -6.11	      5.19
     -2.92	      6.75
     -2.82	     -0.66
      6.99	      6.97
     -3.01	     -6.93
     -1.45	      1.16
     -0.25	     -0.92
      1.92	     -3.90
      4.94	     -2.59
