x	y
     -6.65	     -6.10
      4.02	      5.13
     -3.74	     -2.66
     -0.17	      6.40
      6.90	      2.53
      2.05	      5.99
     -4.56	      5.97
      6.28	     -4.51
      3.62	     -1.15
      0.18	      4.40
     -1.76	     -4.43
      7.00	     -2.53
     -5.35	     -4.07
      3.03	      2.57
      0.21	     -4.01
     -6.70	      0.83
     -5.98	      2.82
     -6.87	      6.56
     -3.39	      1.35
      6.87	      6.73
     -3.99	     -5.69
     -3.69	      3.59
     -1.16	     -2.29
      4.00	     -5.25
      3.24	     -3.14
