x	y
     -5.97	     -5.71
      6.77	      4.55
     -4.83	      3.40
      1.76	      5.13
      7.00	      2.43
      3.13	      6.93
     -0.54	      5.66
      4.96	     -0.35
      0.73	      1.43
      3.01	      3.50
     -0.52	     -4.73
      1.94	     -0.92
     -4.26	     -4.06
      5.07	      2.95
     -0.29	     -6.80
     -6.90	      1.64
     -6.11	      5.82
     -3.28	      6.21
     -3.42	     -0.99
      6.67	      6.58
     -3.08	     -6.99
     -1.56	      1.26
     -0.60	     -0.98
      1.88	     -4.33
      5.22	     -2.52
