x	y
     -6.98	     -6.32
      5.03	      4.60
     -4.08	     -1.16
     -0.91	      4.30
      6.07	      1.36
      2.08	      5.96
     -2.70	      3.24
      5.67	     -5.69
      1.92	     -0.05
      0.58	      2.43
      0.54	     -5.28
      6.93	     -0.70
     -4.65	     -6.86
      2.36	      3.98
     -0.67	     -0.50
     -6.28	     -1.04
     -6.81	      1.67
     -6.25	      4.64
     -5.04	      0.69
      6.95	      6.44
     -1.47	     -6.87
     -4.70	      3.28
     -1.75	     -3.34
      3.09	     -5.83
      1.75	     -3.17
