x	y
     -6.90	     -6.56
      4.38	      4.78
     -3.07	     -1.13
     -0.55	      4.70
      6.00	      1.80
      2.04	      5.83
     -2.58	      3.73
      5.18	     -6.23
      1.59	     -0.60
      0.97	      2.42
      0.67	     -5.66
      6.84	     -1.60
     -4.86	     -6.06
      2.68	      3.60
     -0.74	     -0.50
     -5.93	     -1.69
     -6.82	      1.63
     -6.36	      5.08
     -5.12	      0.41
      6.46	      6.80
     -1.77	     -6.52
     -4.98	      2.99
     -1.93	     -3.62
      2.64	     -6.01
      1.92	     -3.19
