x	y
     -6.91	     -6.19
      5.46	      4.53
     -4.45	     -1.49
     -0.96	      4.18
      5.90	      1.59
      2.08	      6.19
     -2.56	      2.85
      6.23	     -5.40
      2.28	      0.25
      0.33	      2.40
      0.73	     -4.92
      6.99	     -0.68
     -4.53	     -6.26
      2.17	      4.02
     -0.80	     -0.51
     -6.53	     -0.78
     -6.79	      1.84
     -6.41	      4.58
     -4.84	      1.11
      6.62	      6.24
     -1.58	     -6.79
     -4.67	      3.27
     -1.65	     -3.19
      3.04	     -5.73
      1.66	     -3.15
