x	y
     -6.62	     -6.48
      4.75	      4.76
     -4.50	     -2.53
     -0.11	      6.82
      6.59	      3.25
      1.92	      6.92
     -4.41	      5.29
      6.97	     -5.98
      4.00	     -1.71
      0.47	      4.02
     -1.54	     -5.97
      5.88	     -2.79
     -5.67	     -4.18
      3.37	      2.81
      0.19	     -2.82
     -6.96	     -0.43
     -6.50	      2.23
     -6.89	      6.76
     -3.98	      1.21
      6.38	      6.74
     -3.94	     -5.83
     -4.05	      3.31
     -2.25	     -3.43
      3.73	     -5.98
      2.89	     -3.99
