x	y
     -5.35	     -6.12
      6.21	      4.05
     -4.43	      1.10
     -0.25	      6.34
      6.68	      0.98
      3.52	      6.12
     -2.37	      5.86
      5.77	     -1.08
      0.73	      0.36
      1.79	      4.12
     -0.55	     -3.92
      3.63	     -0.32
     -4.32	     -3.37
      4.49	      2.83
      0.20	     -6.22
     -6.94	      1.31
     -6.73	      4.24
     -4.30	      6.58
     -1.51	     -0.01
      5.55	      6.70
     -2.62	     -6.92
     -1.72	      3.16
      0.92	     -1.90
      1.57	     -4.76
      3.69	     -2.89
