x	y
     -6.58	     -5.98
      6.82	      4.58
     -4.96	      3.04
      1.06	      5.45
      6.66	      2.21
      2.69	      6.80
     -0.91	      5.81
      4.92	     -0.57
      0.88	      1.77
      2.23	      3.43
     -0.52	     -4.51
      2.37	     -1.60
     -3.86	     -3.11
      4.88	      3.17
     -0.66	     -6.96
     -6.96	      1.53
     -6.24	      4.89
     -2.65	      6.83
     -2.77	     -0.92
      6.71	      6.83
     -2.95	     -6.87
     -1.37	      1.70
      0.12	     -1.03
      1.96	     -3.58
      4.71	     -2.64
