x	y
     -6.71	     -6.92
      4.02	      5.36
     -3.45	     -1.82
     -0.00	      5.29
      5.90	      2.48
      1.97	      5.62
     -2.39	      4.48
      5.43	     -6.92
      2.00	     -1.25
      0.55	      2.10
     -0.79	     -5.42
      6.49	     -2.97
     -5.12	     -4.76
      3.57	      3.38
      0.03	     -0.42
     -5.53	     -2.44
     -6.86	      1.55
     -6.53	      5.76
     -4.66	     -0.19
      5.73	      6.82
     -2.94	     -6.52
     -4.85	      2.95
     -2.19	     -3.91
      3.35	     -6.65
      2.18	     -3.37
