x	y
     -5.72	     -5.71
      6.68	      4.36
     -4.78	      3.44
      1.78	      5.23
      6.92	      2.35
      3.22	      6.87
     -0.46	      5.63
      4.96	     -0.30
      0.75	      1.35
      2.96	      3.45
     -0.52	     -4.67
      1.86	     -0.77
     -4.29	     -4.21
      5.01	      2.94
     -0.20	     -6.85
     -6.89	      1.66
     -6.11	      6.06
     -3.42	      6.00
     -3.72	     -1.19
      6.53	      6.52
     -3.11	     -6.96
     -1.56	      1.42
     -0.70	     -1.04
      1.86	     -4.17
      5.33	     -2.50
