x	y
     -6.70	     -6.94
      4.58	      5.18
     -4.30	     -1.72
     -0.33	      5.85
      6.42	      2.98
      1.82	      5.91
     -2.95	      4.94
      6.16	     -6.27
      2.80	     -1.43
      0.64	      3.21
     -1.30	     -6.30
      6.17	     -4.02
     -5.32	     -5.14
      3.75	      3.09
      0.17	     -1.49
     -6.47	     -1.59
     -6.45	      1.40
     -6.69	      6.40
     -4.63	      0.25
      5.86	      6.79
     -3.52	     -6.71
     -4.50	      3.06
     -2.42	     -4.04
      3.51	     -6.66
      2.49	     -4.13
