x	y
     -6.31	     -6.19
      4.16	      5.07
     -3.98	     -2.69
     -0.01	      6.70
      6.77	      2.85
      2.05	      6.40
     -5.08	      5.65
      6.62	     -5.11
      3.85	     -1.45
      0.30	      4.25
     -1.66	     -5.11
      6.43	     -2.66
     -5.56	     -4.12
      3.18	      2.68
      0.20	     -3.49
     -6.83	      0.33
     -5.97	      2.64
     -6.98	      6.39
     -3.65	      1.29
      6.65	      6.73
     -4.34	     -5.76
     -4.22	      3.60
     -1.80	     -2.77
      3.88	     -5.57
      3.09	     -3.50
