x	y
     -5.68	     -5.97
      5.75	      4.27
     -4.19	      0.23
     -0.45	      6.96
      6.77	      1.00
      3.09	      5.39
     -3.18	      6.45
      6.08	     -2.05
      1.67	      0.27
      1.16	      4.40
     -0.70	     -3.77
      4.27	      0.17
     -4.62	     -3.65
      3.93	      2.42
      0.31	     -7.00
     -6.89	      1.21
     -6.26	      4.35
     -5.47	      6.69
     -1.90	      0.32
      5.88	      6.71
     -2.75	     -6.55
     -1.79	      3.01
      1.09	     -2.50
      2.34	     -4.25
      4.08	     -2.84
