x	y
     -6.70	     -6.94
      3.99	      5.35
     -3.49	     -1.86
     -0.01	      5.32
      5.90	      2.52
      1.98	      5.62
     -2.38	      4.52
      5.47	     -6.87
      2.02	     -1.25
      0.56	      2.17
     -0.87	     -5.41
      6.47	     -3.05
     -5.11	     -4.82
      3.62	      3.37
      0.07	     -0.49
     -5.54	     -2.35
     -6.82	      1.54
     -6.53	      5.80
     -4.64	     -0.22
      5.74	      6.84
     -3.00	     -6.53
     -4.83	      2.96
     -2.20	     -3.91
      3.35	     -6.68
      2.20	     -3.42
