x	y
     -6.90	     -6.02
      4.25	      5.02
     -3.48	     -2.58
     -0.72	      6.47
      6.99	      2.29
      2.13	      5.77
     -4.24	      6.36
      5.96	     -4.29
      3.47	     -0.81
      0.11	      4.28
     -1.89	     -3.95
      6.51	     -2.19
     -5.29	     -4.07
      2.92	      2.48
      0.25	     -4.40
     -6.73	      0.88
     -5.87	      3.28
     -6.78	      6.70
     -3.20	      1.39
      6.97	      6.72
     -3.70	     -5.66
     -3.22	      3.42
     -0.65	     -2.33
      4.09	     -5.00
      3.33	     -2.98
