x	y
     -6.41	     -6.16
      4.01	      5.14
     -3.94	     -2.71
      0.02	      6.59
      6.81	      2.76
      2.08	      6.24
     -4.87	      5.60
      6.53	     -4.90
      3.78	     -1.36
      0.27	      4.30
     -1.69	     -4.91
      6.59	     -2.65
     -5.44	     -4.10
      3.14	      2.64
      0.20	     -3.64
     -6.78	      0.51
     -5.99	      2.66
     -6.95	      6.44
     -3.58	      1.30
      6.72	      6.73
     -4.25	     -5.71
     -4.12	      3.75
     -1.61	     -2.62
      3.92	     -5.47
      3.14	     -3.39
