x	y
     -6.58	     -6.44
      4.68	      4.80
     -4.43	     -2.57
     -0.10	      6.87
      6.61	      3.20
      1.94	      7.00
     -4.49	      5.32
      6.98	     -5.87
      4.07	     -1.73
      0.45	      4.05
     -1.56	     -5.87
      5.86	     -2.73
     -5.71	     -4.16
      3.35	      2.80
      0.19	     -2.90
     -6.99	     -0.34
     -6.43	      2.28
     -6.90	      6.72
     -3.94	      1.22
      6.41	      6.73
     -3.99	     -5.82
     -4.07	      3.36
     -2.22	     -3.35
      3.74	     -5.93
      2.91	     -3.93
