x	y
     -6.36	     -5.78
      6.88	      4.65
     -4.90	      3.36
      1.58	      5.21
      6.94	      2.40
      3.01	      7.00
     -0.64	      5.70
      4.95	     -0.41
      0.71	      1.53
      2.87	      3.43
     -0.51	     -4.73
      2.06	     -1.11
     -4.15	     -3.81
      5.02	      3.00
     -0.39	     -6.80
     -6.92	      1.61
     -6.11	      5.51
     -3.11	      6.47
     -3.05	     -0.73
      6.83	      6.78
     -3.05	     -6.97
     -1.56	      1.05
     -0.46	     -0.90
      1.90	     -4.13
      5.09	     -2.55
