x	y
     -6.92	     -5.97
      4.40	      4.95
     -3.49	     -2.35
     -1.09	      6.52
      6.92	      2.13
      2.18	      5.62
     -4.02	      6.62
      6.00	     -4.06
      3.37	     -0.58
      0.07	      4.21
     -1.93	     -3.98
      6.18	     -1.97
     -5.25	     -4.08
      2.84	      2.43
      0.28	     -4.66
     -6.74	      0.91
     -5.80	      3.59
     -6.73	      6.79
     -3.07	      1.31
      6.86	      6.72
     -3.51	     -5.64
     -2.91	      3.42
     -0.19	     -2.37
      3.91	     -4.93
      3.39	     -2.88
