x	y
     -5.88	     -5.89
      5.47	      4.42
     -4.04	     -0.31
     -0.58	      6.66
      6.43	      1.00
      2.82	      4.94
     -3.69	      6.82
      6.85	     -2.46
      2.26	      0.21
      0.77	      4.57
     -0.99	     -3.86
      4.73	     -0.05
     -4.81	     -3.83
      3.53	      2.70
      0.37	     -6.51
     -6.86	      1.15
     -5.97	      4.53
     -6.20	      6.75
     -2.15	      0.53
      6.08	      6.71
     -2.87	     -6.32
     -1.83	      3.17
      1.32	     -2.58
      2.60	     -4.31
      4.20	     -2.74
