x	y
     -6.99	     -6.80
      4.81	      4.91
     -4.83	     -1.91
     -0.23	      6.29
      7.00	      3.21
      1.78	      6.16
     -3.61	      5.10
      6.52	     -6.94
      3.34	     -1.56
      0.66	      3.77
     -1.41	     -6.92
      6.04	     -3.47
     -5.47	     -4.71
      3.58	      2.97
      0.18	     -2.09
     -6.83	     -1.24
     -6.92	      1.77
     -6.78	      6.78
     -4.34	      0.73
      6.07	      6.74
     -3.51	     -5.96
     -4.30	      3.13
     -2.54	     -4.13
      3.61	     -6.36
      2.67	     -4.53
