x	y
     -6.74	     -6.85
      4.24	      5.38
     -3.30	     -1.66
     -0.11	      5.18
      5.92	      2.35
      1.98	      5.66
     -2.43	      4.33
      5.28	     -6.90
      1.93	     -1.23
      0.53	      1.87
     -0.50	     -5.47
      6.56	     -2.70
     -5.12	     -4.73
      3.40	      3.43
     -0.09	     -0.17
     -5.56	     -2.58
     -6.97	      1.60
     -6.49	      5.63
     -4.75	     -0.07
      5.73	      6.76
     -2.70	     -6.46
     -4.92	      2.93
     -2.15	     -3.91
      3.31	     -6.55
      2.12	     -3.23
