x	y
     -5.42	     -6.19
      6.75	      4.02
     -4.75	      2.27
      0.64	      5.67
      6.39	      1.94
      3.01	      6.82
     -1.46	      5.54
      4.90	     -0.75
      0.73	      1.09
      2.63	      3.73
     -0.53	     -4.28
      2.92	     -1.07
     -3.91	     -2.98
      4.79	      3.20
     -0.85	     -6.71
     -7.00	      1.44
     -6.65	      4.63
     -3.23	      6.69
     -2.30	     -0.76
      6.21	      6.97
     -2.96	     -6.76
     -1.54	      2.63
      0.78	     -1.23
      1.80	     -4.05
      4.30	     -2.74
