x	y
     -6.99	     -6.35
      4.95	      4.61
     -4.02	     -1.10
     -0.87	      4.34
      6.06	      1.40
      2.08	      5.95
     -2.68	      3.29
      5.56	     -5.75
      1.85	     -0.11
      0.63	      2.43
      0.50	     -5.34
      6.95	     -0.79
     -4.67	     -6.97
      2.40	      3.94
     -0.64	     -0.50
     -6.23	     -1.08
     -6.83	      1.64
     -6.26	      4.68
     -5.06	      0.61
      6.99	      6.47
     -1.45	     -6.81
     -4.73	      3.25
     -1.77	     -3.37
      3.10	     -5.85
      1.77	     -3.17
