x	y
     -5.84	     -5.26
      6.96	      3.52
     -4.64	      1.93
      1.37	      6.39
      6.99	      0.92
      3.68	      6.92
     -0.33	      5.20
      4.35	     -0.44
     -0.61	      1.61
      1.78	      3.83
     -0.09	     -4.32
      2.10	     -0.36
     -2.63	     -3.60
      3.96	      1.81
      0.79	     -6.53
     -6.70	      1.72
     -6.60	      5.18
     -3.46	      5.68
     -7.00	     -3.48
      6.47	      6.06
     -3.33	     -6.01
     -2.06	      3.34
     -1.65	     -1.29
      1.68	     -3.18
      6.53	     -2.21
