x	y
     -6.08	     -5.80
      5.19	      4.55
     -3.90	     -0.83
     -0.77	      6.37
      6.55	      1.29
      2.44	      4.85
     -4.18	      6.82
      6.26	     -2.82
      2.83	      0.16
      0.44	      4.65
     -1.29	     -3.95
      4.70	     -0.55
     -4.99	     -4.00
      3.26	      2.62
      0.43	     -6.04
     -6.83	      1.09
     -5.69	      4.71
     -6.91	      6.82
     -2.38	      0.73
      6.28	      6.71
     -2.98	     -6.09
     -1.88	      3.33
      1.46	     -2.55
      2.94	     -4.48
      4.18	     -2.69
