x	y
     -6.57	     -6.43
      4.65	      4.82
     -4.40	     -2.57
     -0.09	      6.90
      6.62	      3.18
      1.94	      6.97
     -4.53	      5.35
      6.96	     -5.83
      4.10	     -1.74
      0.44	      4.06
     -1.56	     -5.83
      5.85	     -2.70
     -5.74	     -4.16
      3.34	      2.79
      0.19	     -2.94
     -7.00	     -0.30
     -6.41	      2.30
     -6.91	      6.69
     -3.93	      1.22
      6.42	      6.73
     -4.01	     -5.82
     -4.08	      3.37
     -2.20	     -3.31
      3.75	     -5.91
      2.92	     -3.91
