x	y
     -6.96	     -6.28
      5.16	      4.58
     -4.20	     -1.26
     -0.97	      4.24
      6.08	      1.28
      2.08	      6.03
     -2.65	      3.15
      5.84	     -5.60
      2.03	      0.04
      0.50	      2.42
      0.59	     -5.17
      6.89	     -0.55
     -4.61	     -6.68
      2.30	      3.99
     -0.71	     -0.50
     -6.36	     -0.96
     -6.79	      1.71
     -6.27	      4.59
     -4.99	      0.82
      6.85	      6.37
     -1.51	     -6.97
     -4.68	      3.30
     -1.72	     -3.29
      3.08	     -5.80
      1.72	     -3.16
