x	y
     -6.04	     -5.82
      5.25	      4.53
     -3.93	     -0.74
     -0.68	      6.35
      6.53	      1.24
      2.52	      4.80
     -4.09	      6.88
      6.42	     -2.75
      2.73	      0.17
      0.46	      4.71
     -1.23	     -3.93
      4.71	     -0.46
     -4.96	     -3.97
      3.29	      2.70
      0.42	     -6.12
     -6.83	      1.10
     -5.74	      4.68
     -6.78	      6.80
     -2.34	      0.70
      6.25	      6.71
     -2.96	     -6.13
     -1.87	      3.30
      1.43	     -2.55
      2.88	     -4.45
      4.18	     -2.70
