x	y
     -6.75	     -6.58
      4.97	      4.65
     -4.65	     -2.31
     -0.15	      6.64
      6.53	      3.40
      1.87	      6.67
     -4.14	      5.23
      6.82	     -6.29
      3.78	     -1.66
      0.53	      3.94
     -1.50	     -6.29
      5.93	     -3.01
     -5.60	     -4.36
      3.44	      2.86
      0.18	     -2.58
     -6.89	     -0.71
     -6.69	      2.08
     -6.85	      6.92
     -4.10	      1.12
      6.28	      6.74
     -3.78	     -5.85
     -4.13	      3.18
     -2.36	     -3.68
      3.69	     -6.10
      2.82	     -4.17
