x	y
     -6.28	     -5.79
      4.97	      4.66
     -3.78	     -1.27
     -1.15	      6.47
      6.66	      1.53
      2.37	      5.07
     -4.52	      6.62
      6.13	     -3.17
      3.00	      0.23
      0.07	      4.37
     -1.52	     -4.02
      4.99	     -1.08
     -5.11	     -4.08
      3.13	      2.29
      0.41	     -5.65
     -6.80	      1.04
     -5.52	      4.75
     -6.51	      6.87
     -2.58	      0.90
      6.45	      6.72
     -3.08	     -5.90
     -1.91	      3.46
      1.57	     -2.52
      3.22	     -4.62
      3.57	     -2.59
