x	y
     -6.72	     -6.89
      4.13	      5.38
     -3.38	     -1.75
     -0.05	      5.24
      5.91	      2.42
      1.98	      5.64
     -2.41	      4.42
      5.37	     -7.00
      1.97	     -1.24
      0.54	      2.00
     -0.67	     -5.44
      6.52	     -2.85
     -5.14	     -4.66
      3.49	      3.40
     -0.02	     -0.31
     -5.53	     -2.59
     -6.90	      1.57
     -6.51	      5.70
     -4.70	     -0.14
      5.72	      6.79
     -2.83	     -6.49
     -4.88	      2.94
     -2.17	     -3.91
      3.33	     -6.61
      2.16	     -3.31
