x	y
     -6.43	     -6.00
      6.78	      4.49
     -4.93	      2.94
      1.15	      5.44
      6.63	      2.18
      2.66	      6.78
     -0.99	      5.78
      4.92	     -0.59
      0.86	      1.68
      2.25	      3.56
     -0.52	     -4.48
      2.44	     -1.53
     -3.82	     -3.02
      4.86	      3.19
     -0.70	     -6.93
     -6.96	      1.52
     -6.29	      4.85
     -2.71	      6.80
     -2.75	     -0.98
      6.65	      6.86
     -2.94	     -6.85
     -1.39	      1.82
      0.20	     -1.06
      1.94	     -3.64
      4.66	     -2.66
