x	y
     -6.93	     -6.86
      4.76	      4.99
     -4.70	     -1.87
     -0.25	      6.18
      6.86	      3.16
      1.76	      6.04
     -3.45	      5.06
      6.44	     -6.87
      3.21	     -1.53
      0.68	      3.70
     -1.38	     -6.89
      6.07	     -3.60
     -5.44	     -4.82
      3.62	      3.00
      0.17	     -1.94
     -7.00	     -1.32
     -6.81	      1.69
     -6.76	      6.69
     -4.41	      0.61
      6.01	      6.74
     -3.51	     -6.14
     -4.34	      3.11
     -2.51	     -4.11
      3.58	     -6.43
      2.63	     -4.46
