x	y
     -5.61	     -6.00
      5.85	      4.23
     -4.24	      0.41
     -0.41	      6.83
      6.88	      0.99
      3.18	      5.54
     -3.01	      6.33
      6.01	     -1.85
      1.48	      0.29
      1.29	      4.34
     -0.60	     -3.74
      4.13	      0.13
     -4.56	     -3.59
      4.05	      2.44
      0.28	     -6.84
     -6.90	      1.23
     -6.36	      4.29
     -5.23	      6.66
     -1.82	      0.26
      5.81	      6.70
     -2.71	     -6.63
     -1.78	      2.95
      0.99	     -2.44
      2.28	     -4.27
      3.85	     -2.94
