x	y
     -6.73	     -6.87
      4.18	      5.39
     -3.35	     -1.72
     -0.07	      5.22
      5.92	      2.40
      1.98	      5.65
     -2.41	      4.39
      5.33	     -6.96
      1.95	     -1.24
      0.54	      1.96
     -0.61	     -5.45
      6.53	     -2.80
     -5.15	     -4.62
      3.46	      3.41
     -0.05	     -0.26
     -5.52	     -2.65
     -6.93	      1.58
     -6.50	      5.67
     -4.72	     -0.11
      5.71	      6.77
     -2.79	     -6.48
     -4.89	      2.93
     -2.16	     -3.91
      3.32	     -6.58
      2.14	     -3.28
