x	y
     -5.73	     -6.04
      6.58	      4.15
     -4.71	      3.48
      1.77	      5.40
      6.99	      2.18
      3.33	      6.80
     -0.37	      5.59
      4.97	     -0.25
      0.78	      1.25
      2.73	      3.40
     -0.53	     -4.60
      1.75	     -0.59
     -4.01	     -4.05
      4.99	      2.93
     -0.09	     -6.92
     -6.88	      1.69
     -6.12	      6.35
     -3.57	      5.75
     -4.07	     -1.44
      6.37	      6.46
     -3.14	     -6.92
     -1.56	      1.61
     -0.83	     -1.12
      1.84	     -3.97
      5.46	     -2.47
