x	y
     -5.68	     -6.14
      6.62	      4.05
     -4.79	      2.44
      0.79	      5.57
      6.43	      2.05
      2.92	      6.93
     -1.34	      5.60
      4.90	     -0.71
      0.76	      1.24
      2.76	      3.68
     -0.53	     -4.33
      2.80	     -1.19
     -3.85	     -2.93
      4.72	      3.29
     -0.87	     -6.76
     -6.99	      1.46
     -6.56	      4.69
     -3.10	      6.72
     -2.45	     -0.88
      6.32	      6.98
     -2.89	     -6.78
     -1.50	      2.42
      0.63	     -1.19
      1.84	     -3.95
      4.40	     -2.72
