x	y
     -5.50	     -6.17
      6.69	      4.02
     -4.76	      2.32
      0.69	      5.64
      6.38	      1.99
      2.98	      6.86
     -1.42	      5.56
      4.90	     -0.74
      0.74	      1.14
      2.67	      3.72
     -0.53	     -4.29
      2.88	     -1.11
     -3.89	     -2.97
      4.80	      3.22
     -0.86	     -6.72
     -7.00	      1.45
     -6.62	      4.65
     -3.19	      6.70
     -2.34	     -0.80
      6.24	      6.98
     -2.94	     -6.76
     -1.53	      2.56
      0.73	     -1.22
      1.81	     -4.02
      4.33	     -2.73
