x	y
     -5.63	     -6.15
      6.63	      4.03
     -4.78	      2.41
      0.76	      5.59
      6.42	      2.04
      2.94	      6.91
     -1.37	      5.59
      4.90	     -0.72
      0.76	      1.21
      2.73	      3.69
     -0.53	     -4.32
      2.82	     -1.17
     -3.86	     -2.94
      4.76	      3.27
     -0.87	     -6.75
     -6.99	      1.45
     -6.58	      4.67
     -3.13	      6.71
     -2.42	     -0.86
      6.30	      6.99
     -2.91	     -6.78
     -1.51	      2.46
      0.66	     -1.20
      1.83	     -3.97
      4.38	     -2.72
