x	y
     -6.58	     -6.11
      3.97	      5.16
     -3.80	     -2.69
     -0.03	      6.42
      6.88	      2.60
      2.03	      6.05
     -4.65	      5.87
      6.37	     -4.56
      3.66	     -1.22
      0.20	      4.40
     -1.74	     -4.56
      6.87	     -2.62
     -5.37	     -4.07
      3.06	      2.59
      0.20	     -3.91
     -6.70	      0.82
     -6.01	      2.70
     -6.89	      6.53
     -3.45	      1.33
      6.83	      6.73
     -4.06	     -5.69
     -3.81	      3.63
     -1.29	     -2.38
      3.98	     -5.31
      3.22	     -3.19
