x	y
     -6.30	     -6.20
      4.17	      5.06
     -3.98	     -2.69
     -0.01	      6.71
      6.76	      2.86
      2.05	      6.42
     -5.10	      5.66
      6.63	     -5.13
      3.86	     -1.45
      0.31	      4.25
     -1.66	     -5.13
      6.41	     -2.66
     -5.57	     -4.12
      3.18	      2.68
      0.20	     -3.47
     -6.83	      0.32
     -5.98	      2.63
     -6.99	      6.38
     -3.66	      1.28
      6.65	      6.73
     -4.34	     -5.77
     -4.22	      3.60
     -1.82	     -2.78
      3.88	     -5.58
      3.09	     -3.51
