x	y
     -5.26	     -6.15
      6.34	      4.00
     -4.49	      1.33
     -0.20	      6.18
      6.54	      0.98
      3.51	      6.28
     -2.15	      5.70
      5.69	     -0.83
      0.53	      0.39
      1.95	      4.04
     -0.55	     -3.99
      3.47	     -0.47
     -4.24	     -3.29
      4.62	      2.95
     -0.12	     -6.33
     -6.95	      1.33
     -6.85	      4.31
     -3.99	      6.55
     -1.45	     -0.10
      5.60	      6.73
     -2.67	     -6.98
     -1.70	      3.23
      0.91	     -1.70
      1.62	     -4.62
      3.81	     -2.86
