x	y
     -6.05	     -5.73
      6.79	      4.60
     -4.85	      3.40
      1.73	      5.14
      6.99	      2.43
      3.10	      6.94
     -0.56	      5.67
      4.95	     -0.36
      0.73	      1.45
      3.02	      3.47
     -0.51	     -4.75
      1.97	     -0.96
     -4.24	     -4.01
      5.02	      2.97
     -0.31	     -6.78
     -6.91	      1.63
     -6.11	      5.75
     -3.25	      6.26
     -3.35	     -0.93
      6.70	      6.59
     -3.08	     -7.00
     -1.56	      1.22
     -0.57	     -0.96
      1.88	     -4.29
      5.19	     -2.53
