x	y
     -6.38	     -5.82
      4.88	      4.71
     -3.74	     -1.43
     -1.30	      6.50
      6.70	      1.62
      2.34	      5.15
     -4.29	      6.71
      6.11	     -3.30
      3.06	      0.16
     -0.07	      4.25
     -1.62	     -4.04
      5.13	     -1.26
     -5.13	     -4.08
      3.08	      2.26
      0.39	     -5.50
     -6.79	      1.02
     -5.56	      4.57
     -6.55	      6.92
     -2.65	      0.96
      6.51	      6.72
     -3.11	     -5.83
     -1.92	      3.51
      1.30	     -2.50
      3.32	     -4.68
      3.59	     -2.59
