x	y
     -6.10	     -5.79
      5.16	      4.57
     -3.88	     -0.90
     -0.83	      6.39
      6.57	      1.33
      2.43	      4.88
     -4.24	      6.77
      6.17	     -2.87
      2.86	      0.17
      0.38	      4.61
     -1.32	     -3.96
      4.75	     -0.63
     -5.02	     -4.02
      3.24	      2.57
      0.44	     -5.97
     -6.82	      1.08
     -5.66	      4.73
     -7.00	      6.82
     -2.41	      0.76
      6.31	      6.71
     -3.00	     -6.06
     -1.88	      3.35
      1.47	     -2.54
      2.98	     -4.50
      4.15	     -2.68
