x	y
     -6.35	     -5.81
      4.91	      4.69
     -3.75	     -1.38
     -1.25	      6.49
      6.69	      1.60
      2.35	      5.12
     -4.36	      6.68
      6.11	     -3.26
      3.04	      0.20
     -0.02	      4.29
     -1.59	     -4.03
      5.07	     -1.22
     -5.12	     -4.08
      3.10	      2.25
      0.40	     -5.54
     -6.80	      1.03
     -5.55	      4.63
     -6.54	      6.90
     -2.63	      0.94
      6.49	      6.72
     -3.10	     -5.85
     -1.92	      3.49
      1.38	     -2.50
      3.29	     -4.66
      3.60	     -2.57
