x	y
     -5.84	     -5.20
      6.96	      3.48
     -4.62	      1.90
      1.36	      6.41
      6.97	      0.91
      3.69	      6.90
     -0.34	      5.18
      4.32	     -0.46
     -0.65	      1.60
      1.78	      3.86
     -0.08	     -4.35
      2.11	     -0.33
     -2.65	     -3.61
      3.94	      1.80
      0.80	     -6.52
     -6.67	      1.71
     -6.61	      5.13
     -3.45	      5.69
     -6.94	     -3.53
      6.48	      6.07
     -3.33	     -5.97
     -2.08	      3.38
     -1.66	     -1.27
      1.72	     -3.17
      6.55	     -2.21
