x	y
     -6.84	     -6.05
      5.64	      4.05
     -4.84	     -1.84
     -0.95	      4.11
      5.62	      2.05
      2.09	      6.43
     -2.36	      2.38
      6.84	     -5.09
      2.66	      0.58
      0.06	      2.37
      0.71	     -4.95
      6.81	     -0.88
     -4.41	     -5.63
      1.97	      4.07
     -0.95	     -0.51
     -6.80	     -0.51
     -6.80	      2.05
     -6.64	      4.56
     -4.63	      1.22
      6.54	      6.44
     -1.69	     -6.43
     -4.69	      3.54
     -1.54	     -3.02
      2.99	     -5.62
      1.78	     -2.72
