x	y
     -6.71	     -5.91
      4.59	      4.85
     -3.59	     -1.99
     -1.56	      6.58
      6.83	      1.93
      2.24	      5.43
     -3.74	      6.96
      6.04	     -3.76
      3.25	     -0.28
      0.02	      4.11
     -1.89	     -4.11
      5.76	     -1.69
     -5.20	     -4.08
      2.94	      2.36
      0.33	     -5.00
     -6.76	      0.96
     -5.70	      3.98
     -6.66	      6.91
     -2.90	      1.17
      6.72	      6.72
     -3.26	     -5.62
     -2.52	      3.45
      0.41	     -2.42
      3.68	     -4.84
      3.47	     -2.75
