x	y
     -6.87	     -6.62
      4.35	      4.90
     -2.81	     -1.13
     -0.46	      4.79
      5.99	      1.92
      2.03	      5.79
     -2.54	      3.85
      5.20	     -6.37
      1.66	     -0.73
      0.87	      2.28
      0.43	     -5.62
      6.78	     -1.83
     -4.92	     -5.79
      2.83	      3.56
     -0.91	     -0.51
     -5.85	     -1.87
     -6.78	      1.68
     -6.38	      5.19
     -5.04	      0.31
      6.31	      6.89
     -1.96	     -6.50
     -5.05	      2.92
     -1.98	     -3.69
      2.78	     -6.12
      1.96	     -3.20
