x	y
     -6.30	     -6.20
      4.18	      5.05
     -3.99	     -2.69
     -0.01	      6.72
      6.76	      2.87
      2.04	      6.43
     -5.12	      5.66
      6.64	     -5.14
      3.86	     -1.46
      0.31	      4.24
     -1.66	     -5.15
      6.40	     -2.66
     -5.58	     -4.12
      3.19	      2.68
      0.20	     -3.46
     -6.84	      0.30
     -5.99	      2.63
     -6.99	      6.38
     -3.67	      1.28
      6.64	      6.73
     -4.34	     -5.77
     -4.21	      3.59
     -1.84	     -2.79
      3.87	     -5.59
      3.08	     -3.52
