x	y
     -5.18	     -6.23
      6.90	      4.02
     -4.70	      2.11
      0.50	      5.75
      6.42	      1.78
      3.10	      6.73
     -1.57	      5.48
      5.03	     -0.76
      0.70	      0.95
      2.52	      3.79
     -0.54	     -4.23
      2.90	     -0.99
     -3.96	     -3.04
      4.76	      3.16
     -0.83	     -6.65
     -6.99	      1.42
     -6.73	      4.58
     -3.35	      6.67
     -2.15	     -0.65
      6.11	      6.93
     -3.02	     -6.73
     -1.58	      2.82
      0.92	     -1.27
      1.77	     -4.15
      4.22	     -2.76
