x	y
     -5.87	     -6.11
      6.63	      4.15
     -4.83	      2.57
      0.91	      5.50
      6.48	      2.09
      2.85	      7.00
     -1.25	      5.65
      4.91	     -0.68
      0.79	      1.35
      2.60	      3.69
     -0.53	     -4.37
      2.71	     -1.28
     -3.80	     -2.89
      4.79	      3.28
     -0.84	     -6.81
     -6.98	      1.47
     -6.49	      4.73
     -3.00	      6.74
     -2.57	     -0.97
      6.40	      6.95
     -2.89	     -6.80
     -1.47	      2.27
      0.52	     -1.15
      1.86	     -3.87
      4.46	     -2.70
