x	y
     -5.98	     -5.84
      5.33	      4.48
     -3.97	     -0.57
     -0.64	      6.47
      6.49	      1.15
      2.68	      4.73
     -3.93	      7.00
      6.71	     -2.64
      2.54	      0.19
      0.58	      4.66
     -1.14	     -3.90
      4.71	     -0.30
     -4.90	     -3.91
      3.34	      2.83
      0.40	     -6.28
     -6.84	      1.12
     -5.83	      4.62
     -6.55	      6.78
     -2.26	      0.63
      6.18	      6.71
     -2.92	     -6.20
     -1.85	      3.25
      1.39	     -2.56
      2.77	     -4.40
      4.19	     -2.71
