x	y
     -6.61	     -5.88
      4.68	      4.81
     -3.63	     -1.83
     -1.64	      6.59
      6.79	      1.84
      2.27	      5.35
     -3.74	      6.92
      6.06	     -3.63
      3.19	     -0.16
     -0.01	      4.15
     -1.83	     -4.11
      5.58	     -1.56
     -5.18	     -4.08
      2.98	      2.33
      0.35	     -5.14
     -6.77	      0.97
     -5.66	      4.15
     -6.62	      6.96
     -2.83	      1.11
      6.66	      6.72
     -3.20	     -5.66
     -2.35	      3.47
      0.66	     -2.44
      3.57	     -4.80
      3.50	     -2.69
