x	y
     -6.94	     -6.75
      4.84	      4.86
     -4.88	     -1.96
     -0.21	      6.36
      6.91	      3.25
      1.80	      6.26
     -3.71	      5.12
      6.58	     -6.81
      3.43	     -1.58
      0.63	      3.81
     -1.42	     -6.80
      6.02	     -3.38
     -5.50	     -4.64
      3.55	      2.95
      0.18	     -2.19
     -6.76	     -1.17
     -7.00	      1.84
     -6.79	      6.84
     -4.29	      0.80
      6.11	      6.74
     -3.54	     -5.88
     -4.26	      3.14
     -2.53	     -4.09
      3.62	     -6.31
      2.70	     -4.46
