x	y
     -6.97	     -6.30
      5.10	      4.59
     -4.14	     -1.21
     -0.94	      4.27
      6.08	      1.32
      2.08	      6.00
     -2.67	      3.19
      5.76	     -5.65
      1.98	     -0.01
      0.54	      2.42
      0.57	     -5.22
      6.91	     -0.62
     -4.63	     -6.76
      2.33	      3.99
     -0.69	     -0.50
     -6.32	     -1.00
     -6.80	      1.69
     -6.24	      4.60
     -5.02	      0.76
      6.90	      6.40
     -1.49	     -6.92
     -4.71	      3.31
     -1.73	     -3.32
      3.09	     -5.81
      1.74	     -3.16
